annotation_id,annotator,created_at,id,justificativa_llm,lead_time,subtitulo,texto,titulo,updated_at,validado_por,vies_humano,vies_politico
94,1,2026-06-01T16:35:37.328290Z,94,"** A notícia apresenta uma entrevista com o deputado federal Alfredo Gaspar, que foi relator da CPMI do INSS, e destaca sua convicção de que os dados e pedidos de indiciamento presentes no relatório serão levados adiante pelos investigadores. O conteúdo da notícia é descritivo e não apresenta uma narrativa ideológica explícita.",49.543,"O deputado federal Alfredo Gaspar (PL-AL), que foi o relator da CPMI do INSS, disse em entrevista O Antagoista exibida nesta terça-feira, 21, que tem “plena convicção” de que os dados e os pedidos de indiciamento presentes no relatório que apresentou no colegiado serão levados adiante pelos investigadores da Polícia Federal (PF). O relatório de...","O deputado federal Alfredo Gaspar (PL-AL), que foi o relator da CPMI do INSS, disse em entrevista O Antagoista exibida nesta terça-feira, 21, que tem “plena convicção” de que os dados e os pedidos de indiciamento presentes no relatório que apresentou no colegiado serão levados adiante pelos investigadores da Polícia Federal (PF).



O relatório de Gaspar pede o indiciamento de mais de 200 pessoas, incluindo o empresário Fábio Luís Lula da Silva, o Lulinha – filho do presidente Lula (PT) -, por envolvimento nos descontos irregulares em aposentadorias e pensões.



00:00 / 01:00 oantagonista fullScreen



Embora a oposição ocupasse cargos-chave na Comissão Parlamentar Mista de Inquérito, a base governista conseguiu maioria e, no último sábado, 28, derrubou o texto do relator por 19 votos a 12. A CPMI do INSS foi concluída sem um relatório final aprovado.



Nunca foi tão fácil estar bem informado Siga nosso canal no WhatsApp Inscreva-se



Mesmo assim, na semana passada, Gaspar e o senador Carlos Viana (PSD-MG), que foi o presidente do colegiado, entregaram o documento do relator pessoalmente aos ministros Luiz Fux e André Mendonça, do Supremo Tribunal Federal (STF).



“Fizemos questão de irmos ao STF para repassarmos essa imensidão de provas e dados que estão contidas nas investigações da CPMI do INSS. Lá, a base do governo impediu a aprovação do relatório. Nós já sabemos de que forma o governo atuou para impedir o avanço das investigações. Mas, sob a relatoria do ministro André Mendonça, eu tenho plena convicção que os dados contidos e os indiciamentos propostos serão levados adiante pela equipe de investigação da PF“, disse Gaspar na entrevista a este portal.



“Foi por esse motivo, para que esses dados, esses indiciamentos e essas provas não se perdessem nas gavetas do Congresso, que nós levamos o conjunto probatório em mãos para o ministro André Mendonça, relator do roubo do INSS, e para o ministro Luiz Fux, que foi outro integrante do STF que reconheceu a relevância das investigações”.



Gaspar ainda criticou o relatório paralelo que a base governista elaborou na CPMI do INSS.



“Posso fazer uma comparação básica. Vamos ver o relatório que atinge mais governos. Faça uma comparação. Vamos ver os ministros de governos anteriores e do atual governo, estão presentes em qual relatório? Quatro parlamentares federais foram citados e indiciados em qual relatório? Empresários, sistema financeiro, estão indiciados em qual relatório?”, falou o parlamentar.



“O governo continuo","“Estou convicto de que indiciamentos serão levados adiante”, diz relator da CPMI",2026-06-01T16:35:37.328290Z,todos,DIREITA,Neutro
97,1,2026-06-01T16:38:48.205911Z,98,"** O texto apresenta uma análise crítica ao governo Lula e ao programa Pé-de-Meia, destacando irregularidades orçamentárias e violação da Lei de Responsabilidade Fiscal. A linguagem utilizada é pejorativa em relação ao governo e ao lulopetismo, o que sugere um viés ideológico conservador.",23.392.000.000.000.000,Análise preliminar do TCU aponta que governo usou de recursos não previstos no Orçamento para financiar programa Pé-de-Meia.,"A disposição em gastar cada vez mais é uma constante no governo Lula, e não foram poucas as vezes em que alertamos, neste espaço, sobre o quão pernicioso é esse tipo de política, característica do lulopetismo, para o país. No entanto, esse problema ganha muito mais gravidade quando se considera que o mesmo governo pode ter optado deliberadamente por burlar as regras orçamentárias, permitindo o uso de recursos não previstos no Orçamento com o programa Pé-de-Meia, violando diretamente a Lei de Responsabilidade Fiscal e a Constituição Federal, conforme aponta análise preliminar do Tribunal de Contas da União (TCU).



Em decisão divulgada na última semana, que confirmou o bloqueio de R$ 6 bilhões do Pé-de-Meia, o TCU é claro ao expor indícios concretos de irregularidades na forma de financiamento ao programa, gerido pelo Ministério da Educação. Quando foi criado, no final de 2023, o Pé-de-Meia previa o depósito mensal de R$ 200 para estudantes do ensino médio, via Caixa Econômica Federal, com recursos de um fundo criado especificamente para esse fim, o Fundo de Incentivo à Permanência no Ensino Médio (Fipem). Para abastecer o Fipem, seriam usados recursos de outros fundos controlados pelo governo como os superávits financeiros do Fundo Social (que recebe dinheiro oriundo da venda de petróleo); verbas do Fundo de Garantia de Operações de Crédito Educativo (Fgeduc), criado em 2009 como avalista de empréstimos tomados por estudantes do ensino superior no Fies; e do Fundo Garantidor de Operações (FGO), criado originalmente para garantir parte do risco dos empréstimos para empreendedores e profissionais liberais. O uso desses fundos para financiar o Pé-de-Meia já era previsto, mas o problema indicado pelo TCU está na forma como foi feita a transferência dos recursos entre os fundos.



Adotar qualquer tipo de estratagema para mascarar o caos das contas públicas e encobrir gastos acima do orçado jamais pode ser uma opção para um governo. O TCU precisa ser rigoroso na sua análise",O Pé-de-Meia e a burla do governo ao orçamento,2026-06-01T16:38:48.205911Z,todos,DIREITA,Esquerda
98,1,2026-06-01T16:39:58.926169Z,100,"** O texto apresenta uma abordagem crítica ao Supremo Tribunal Federal (STF) e ao Partido Liberal (PL), com o objetivo de destacar as diferenças entre Romeu Zema e Flávio Bolsonaro, ambos candidatos à Presidência da República.",6.604.400.000.000.000,"Questionado se desistiria da candidatura ao Planalto para apoiar o senador, o ex-governador de Minas evitou uma resposta definitiva","Questionado se desistiria da candidatura ao Planalto para apoiar o senador, o ex-governador de Minas evitou uma resposta definitiva



LUIS PEDRUCO/ATO PRESS/ESTADÃO CONTEÚDO Eu tenho questionado, criticado muito o Supremo. Me parece que tem muita gente do PL que tem restrição a essas críticas"", disse Zema







Pré-candidato à Presidência da República pelo Novo, Romeu Zema, ex-governador de Minas Gerais, busca distanciar-se de uma associação com o senador Flávio Bolsonaro, que disputará o Planalto pelo PL. Em um evento com empresários no Rio de Janeiro na manhã desta quinta-feira (7), o mineiro reforçou as diferenças e afirmou que “ao contrário de Flávio Bolsonaro”, ele “não tem rabo preso com ninguém”.



“Eu tenho questionado, criticado muito o Supremo. Me parece que tem muita gente do PL que tem restrição a essas críticas, porque tem coisas pendentes lá no Supremo. Eu e os parlamentares do Partido Novo não temos o rabo preso com ninguém. Nós somos um partido pequeno, mas um partido coerente, diferenciado, de quem tem ficha limpa”, afirmou Zema.



Questionado se desistiria da candidatura ao Planalto para apoiar Flávio Bolsonaro, o ex-governador de Minas evitou uma resposta definitiva, disse que ainda é “desconhecido para boa parte dos brasileiros” e que esse quadro tende a ser alterado às vésperas da eleição.



“Sou desconhecido ainda para boa parte dos brasileiros, mas, à medida que eu for andando pelo Brasil, mostrando as propostas que eu tenho, tenho certeza de que esse quadro tende a ser alterado. Eu sou uma alternativa à polarização”, disse.","Zema diz que ‘não tem rabo preso com ninguém’, ao contrário de Flávio",2026-06-01T16:39:58.926169Z,pedro,ESQUERDA,Direita
99,1,2026-06-01T16:41:09.412621Z,102,"** A notícia sobre a Lei do Estatuto Digital da Criança e do Adolescente (ECA Digital) é uma descrição objetiva dos principais pontos da legislação, sem tom de crítica ou defesa política.",6.532.300.000.000.000,"A Lei do Estatuto Digital da Criança e do Adolescente (ECA Digital) n° 15.211/2025, começa a valer no Brasil nesta terça-feira (17). A legislação é voltada à…","A Lei do Estatuto Digital da Criança e do Adolescente (ECA Digital) n° 15.211/2025, começa a valer no Brasil nesta terça-feira (17). A legislação é voltada à proteção de crianças e adolescentes no ambiente digital, como redes sociais, jogos eletrônicos, serviços de vídeo e lojas virtuais de produtos e serviços voltados a este público ou que podem ser acessados por ele.



Sancionada em setembro do ano passado, a nova legislação não substitui o Estatuto da Criança e do Adolescente (ECA), de 1990, mas estabelece diretrizes mais rigorosas sobre os direitos do público infanto-juvenil, para garantir que a proteção prevista no mundo físico ocorra também no digital.



Pesquisadoras de entidades ligadas ao direito da infância, ouvidas pela Agência Brasil, qualificaram a nova lei como “histórica” e de “vanguarda” para o país.



A especialista em proteção digital de crianças e adolescentes, Águeda Barreto, que atua na coordenação da organização não governamental (ONG) ChildFund Brasil, considera que o país saiu na frente ao aprovar uma lei para subsidiar políticas públicas que preveem integração entre setores.



Águeda cita iniciativas para proteger a infância de outros países, como a Austrália que proibiu o uso de redes sociais por menores de 16 anos.



“Nós acompanhamos que esse é um movimento global, mas essa lei brasileira aprovada é bem ampla”.



Lei Felca



A aprovação do ECA Digital ocorreu após o influenciador Felipe Bressanim Pereira, conhecido como Felca, publicar um vídeo, em agosto do ano passado, no qual denunciou perfis em redes sociais que usavam crianças e adolescentes para promover a sexualização de menores de 18 anos.



O vídeo de uma hora de duração alerta para os riscos de expor conteúdos impróprios para o público infanto-juvenil nas redes sociais e como os influenciadores lucravam com isso. Informalmente, o ECA Digital tem sido chamado também de Lei Felca.



A lei 15.211/2025 proíbe a monetização ou impulsionamento de qualquer conteúdo que retrate menores de forma ",ECA Digital começa a valer nesta terça; confira principais pontos,2026-06-01T16:41:09.412621Z,pedro,ESQUERDA,Neutro
100,1,2026-06-01T16:43:14.400839Z,103,"** A notícia apresenta um tom crítico em relação ao governo e à decisão do presidente Lula de vetar o PL da dosimetria, destacando a opinião contrária do senador Sergio Moro, que defende a derrubada do veto. Além disso, a notícia enfatiza as ""penas excessivas"" aplicadas aos condenados pelos atos de 8 de janeiro, o que sugere uma crítica ao governo e à sua política penal.",123.135,Senador diz que penas são desproporcionais e cobra revisão para condenados do 8 de janeiro,"O Congresso Nacional iniciou, nesta quinta-feira, 30, a análise do veto do presidente Lula ao chamado PL da dosimetria, em sessão conjunta que mobiliza parlamentares e concentra o embate sobre as penas aplicadas aos condenados pelos atos de 8 de janeiro.



O primeiro a se manifestar no plenário foi o senador Sergio Moro (União-PR), que defendeu a derrubada do veto e criticou o que classificou como excesso nas condenações.



00:00 / 01:00 oantagonista fullScreen



“Eu fui juiz por vinte e dois anos. Sempre fui muito rigoroso, condenei traficantes perigosos, condenei o Beira-Mar e a quadrilha dele. Mandei, sim, ladrões do erário para a cadeia. Não posso concordar, no entanto, com o apenamento excessivo […] pessoas que não quebraram um copo de água sendo condenadas a penas tão rigorosas“, disse.



Nunca foi tão fácil estar bem informado Siga nosso canal no WhatsApp Inscreva-se



Moro afirmou que o texto aprovado no Congresso buscou delimitar os efeitos da proposta: “Esse PL da dosimetria […] nós focamos esses benefícios somente aos condenados do oito de janeiro. Nós precisamos hoje derrubar esse veto cruel para restaurar a justiça e o equilíbrio desse país.”



Antes da entrada no rito regimental de deliberação, a sessão foi marcada por questões de ordem levantadas tanto pela oposição quanto pela base governista, com divergências sobre a condução dos trabalhos e o espaço para oradores nas breves comunicações.



Diante do impasse, o presidente do Congresso, Davi Alcolumbre (União-AP), interveio para reforçar o caráter processual da sessão e pedir avanço na votação.



“A pauta do dia de hoje é apenas o cumprimento do processo legislativo na sua plenitude. O parlamento brasileiro tem a condição de deliberar as matérias que por aqui tramitam. O poder executivo tem, do ponto de vista constitucional, a deliberação exclusiva de sancionar ou de vetar determinada matéria“, ressaltou.



Na sequência, Alcolumbre destacou o papel do Congresso na etapa final desse processo e cobrou objetividade para avançar na votação.



“E o Congresso, no rito processual legislativo, tem a palavra da manutenção ou da derrubada do veto. É simplesmente isso. Eu peço às excelências para que nós possamos, no dia de hoje, concluir um rito legislativo constitucional. Se ficarmos debatendo se cabe ou se não cabe, nós não vamos efetivamente ter a oportunidade de votar“, completou.







(Em atualização)",Embate entre oposição e governistas abre sessão sobre veto da dosimetria,2026-06-01T16:43:14.400839Z,todos,NEUTRO,Direita
101,1,2026-06-01T16:43:38.983025Z,104,"** A notícia não apresenta informações específicas sobre eventos, decisões judiciais ou fatos administrativos que possam ser rotulados como neutros. O conteúdo parece focado em uma narrativa crítica sobre um tema relacionado ao Rio de Janeiro, mas sem detalhes suficientes para determinar o viés ideológico.",10.987,,"Todos os conteúdos de produção exclusiva e de autoria editorial do Brasil de Fato podem ser reproduzidos, desde que não sejam alterados e que se deem os devidos créditos.",Rio de Janeiro,2026-06-01T16:43:38.983025Z,pedro,NEUTRO,Neutro
102,1,2026-06-01T16:44:24.771628Z,105,"** O líder do PL no Senado, Carlos Potinho, criticou a atuação do STF, afirmando que a Corte se distanciou da sociedade e da própria magistratura, o que é uma crítica típica de um discurso conservador.",45.52,"O líder do PL no Senado, Carlos Potinho (RJ), criticou nesta segunda-feira, 20, no X, a atuação do Supremo Tribunal Federal (STF). O parlamentar afirmou que a atuação da Corte nos últimos anos não foi em prol da democracia e que “o STF se se distanciou do Legislativo e se divorciou da sociedade e da...","O líder do PL no Senado, Carlos Potinho (RJ), criticou nesta segunda-feira, 20, no X, a atuação do Supremo Tribunal Federal (STF).



O parlamentar afirmou que a atuação da Corte nos últimos anos não foi em prol da democracia e que “o STF se se distanciou do Legislativo e se divorciou da sociedade e da propria magistratura“.



00:00 / 01:00 oantagonista fullScreen



“Tanto que só resta um Magistrado de carreira lá. O resto é uma banca de advogados que se comportam como tal movidos por interesses proprios sem o menor espírito público e noção de Estado e de democracia”.



Nunca foi tão fácil estar bem informado Siga nosso canal no WhatsApp Inscreva-se



Ele prosseguiu: “A sequestraram enquanto tolos batiam palmas. Arrependidos se arrependerão. Ainda em tempo. Venceremos com Flávio Bolsonaro. VENCEREMOS! Não desistiremos do nosso Brasil!”.



As afirmações ocorrem no mesmo dia em que veio à tona a informação de que o ministro Gilmar Mendes, do Supremo, pediu ao colega Alexandre de Moraes, por meio de notícia-crime, a inclusão do ex-governador de Minas Gerais Romeu Zema (Novo) no famigerado inquérito das fake news.



Como de costume, o pedido é sigiloso e já foi encaminhado para a Procuradoria Geral da República (PGR) para posicionamento. A PGR é comandada por Paulo Gonet, ex-sócio de Gilmar no IDP.



O decano do STF não gostou de um dos vídeos da série de animação “Os Intocáveis”, publicada por Zema nas redes sociais para criticar os ministros do Supremo.



No segundo episódio, o boneco alusivo a Dias Toffoli pede ajuda do boneco alusivo a Gilmar (foto) após a CPI do Crime Organizado quebrar o sigilo da Maridt, da qual Toffoli é sócio.



Sátira



O decano do STF, que não tinha nenhuma ligação formal com o caso, suspendeu a quebra do sigilo por meio de um subterfúgio: ressuscitou um processo antigo para expedir um habeas corpus, atropelando a relatoria de André Mendonça, que cuida do caso do Banco Master no…



Siga a leitura em Crusoé. Assine e apoie o jornalismo independente.","Crusoé: “STF se divorciou da sociedade e da própria magistratura”, diz líder do PL",2026-06-01T16:44:24.771628Z,pedro,DIREITA,Direita
103,1,2026-06-01T16:45:52.001664Z,107,"** O texto apresenta uma notícia sobre Carlos Bolsonaro se desculpando com Ana Campagnolo após um racha no PL de SC, sem tomar partido ou fazer juízo de valor sobre a situação.",81.337,"""Temos coisas muito mais importantes do que nós. Temos um Brasil para resgatar por nossos filhos! Bola para frente!"", escreveu.","“Temos coisas muito mais importantes do que nós. Temos um Brasil para resgatar por nossos filhos! Bola para frente!”, escreveu.



Eduardo Barreto/CMRJ Carlos Bolsonaro







Carlos Bolsonaro (PL) pediu desculpas à deputada estadual Ana Campagnolo (PL-SC) durante reunião do partido na noite de segunda-feira, 4. O PL catarinense enfrenta um racha após o anúncio de que o filho de Jair Bolsonaro (PL) seria pré-candidato a uma das vagas ao Senado por Santa Catarina. Em suas redes sociais, Carlos confirmou que pediu desculpas à deputada e afirmou que há outras prioridades no momento.



“Temos coisas muito mais importantes do que nós. Temos um Brasil para resgatar por nossos filhos! Bola para frente!”, escreveu.



O racha entre os colegas de partido começou com a formação da chapa do Senado por Santa Catarina, ao final do ano passado. Como Carlos não é do Estado, a decisão de sua pré-candidatura desagradou lideranças locais, principalmente Campagnolo. A deputada disse que a vaga da deputada federal Caroline de Toni (PL-SC) na disputa ao Senado teria sido “dada” a Carlos Bolsonaro (PL-RJ).



O governador Jorginho Mello, que tentará a reeleição queria o senador Esperidião Amin (PP-SC) em sua chapa. A segunda vaga era almejada por De Toni, mas ela enfrentou resistência, já que Bolsonaro queria que Carlos concorresse ao Senado por Santa Catarina.



O impasse levou Caroline de Toni a articular uma possível mudança de partido. Como mostrou a Coluna do Estadão, ela relatou ter recebido convites do Novo e de outros partidos, como União Brasil, Republicanos, MDB e a legenda do MBL, Missão.



Ana Campagnolo declarou que seriam “duas vagas que o partido dividiu entre PL e PP. O PP vai manter a candidatura do Amin como sempre foi. A vaga do nosso PL era da deputada Carol, agora será dada ao Carlos”, escreveu, demonstrando descontentamento com a chapa.



Carlos Bolsonaro reagiu desmentindo a deputada estadual. “Não sejam mentirosos! Absolutamente nada do que essa menina está falando é verdade. Q",Carlos Bolsonaro se desculpa com Ana Campagnolo após racha no PL de SC,2026-06-01T16:45:52.001664Z,pedro,ESQUERDA,Neutro
104,1,2026-06-01T16:51:01.903423Z,109,** A notícia apresenta uma abordagem neutra ao relatar os fatos sobre a recusa do apoio da Polícia Federal na investigação do assassinato de um delegado em São Paulo. O texto não apresenta adjetivações ou juízos de valor que possam indicar um viés ideológico.,171.041,Secretário de Segurança de SP diz que confia no trabalho da Polícia Civil para solucionar execução de Ruy Ferraz Fontes…,"O secretário de Segurança Pública de São Paulo, Guilherme Derrite, dispensou apoio da Polícia Federal (PF) no trabalho de investigação sobre a morte do ex-delegado-geral Ruy Ferraz Fontes, assassinado a tiros em Praia Grande, na noite de segunda-feira (15).



Nesta terça-feira (16), o ministro da Justiça, Ricardo Lewandowski, e o diretor-geral da PF, Andrei Rodrigues, ofereceram apoio. Derrite disse que prefere que as investigações fiquem a cargo apenas da Polícia Civil de São Paulo.



“Agradecemos o apoio da Polícia Federal, porém, no momento, o aparato do estado é 100% capaz de dar a resposta necessária. Tanto é que, pouquíssimas horas [após o crime] o primeiro indivíduo foi identificado. Vamos continuar esse trabalho”, afirmou Derrite que, horas depois, apontou a identificação de um segundo suspeito.



Apesar da dispensa, o secretário disse que qualquer informação que venha a ser compartilhada pelos agentes federais poderá ser útil para que o crime seja resolvido.



“A Polícia Federal se colocou à disposição. Se eles tiverem alguma informação e quiserem colaborar, obviamente vai ser bem aceito. O objetivo é prender os criminosos”, disse, garantindo que não há “vaidade” no caso.



O ministro da Justiça, Ricardo Lewandowski, falou por telefone com o governador de SP, Tarcísio de Freitas (Republicanos), chefe de Derrite, para formalizar a oferta de apoio.



“Nós nos colocamos à disposição do estado, sobretudo no que diz respeito à polícia científica. Nós temos um banco de dados sobre balística, DNA, diversas informações. Tudo isso nós colocamos à disposição, se necessário, do governo de São Paulo”, pontuou o ministro.



Derrite disse que não está descartada nenhuma hipótese no caso. Perguntado especificamente sobre a possibilidade de envolvimento com o crime organizado, ele admitiu que, sim, dado o histórico de Fontes no enfrentamento à facção Primeiro Comando da Capital (PCC).



“Tem bastante coisa em andamento. Não posso falar mais, porque pode prejudicar as investigações",Derrite recusa apoio da PF na investigação do assassinato de delegado que enfrentou o PCC,2026-06-01T16:51:01.903423Z,pedro,NEUTRO,Neutro
105,1,2026-06-01T16:53:30.332482Z,113,"** O texto apresenta um tom crítico e pejorativo em relação à classe política brasileira, destacando a má qualidade das decisões políticas e a falta de representação dos cidadãos. A linguagem utilizada é forte e condenatória, o que sugere uma abordagem ideológica.",148.109,Projeto de lei amplia a blindagem de partidos e estimula a má qualidade do Legislativo e do que ele aprova,"Estamos cansados de reclamar da nossa classe política e dizer que os políticos não nos representam. “Você acha o Congresso ruim? É porque ainda não viu o próximo”, teria dito Ulysses Guimarães, com a experiência de quem exerceu o cargo de deputado federal de 1951 até a morte, em 1992.",Políticos horríveis tomam decisões péssimas,2026-06-01T16:53:30.332482Z,pedro,NEUTRO,Esquerda
106,1,2026-06-01T16:54:27.107570Z,118,"** A notícia apresenta um tom neutro ao relatar o acordo entre o governo e os caminhoneiros, sem expressar uma opinião clara sobre a situação. No entanto, ao mencionar que a greve de 2018 ""expôs dependência extrema da economia do país do transporte rodoviário"", há um sutil viés em direção à narrativa de esquerda, que frequentemente enfatiza a importância das políticas sociais e da regulação econômica.",56.485,Governo sinaliza que tentará barrar mudanças na medida provisória enviada ao Congresso. Leia na Gazeta do Povo.,"Greve de caminhoneiros parou o país em 2018 e expôs dependência extrema da economia do país do transporte rodoviário. (Foto: Christian Rizzi/Gazeta do Povo / arquivo )



Lideranças de caminhoneiros e o governo federal chegaram a um acordo nesta quarta-feira (25) para adiar a possibilidade de uma nova greve nacional da categoria, após uma reunião no Palácio do Planalto que tratou diretamente do piso mínimo do frete e da manutenção da medida provisória do setor. O encontro terminou sem anúncio de paralisação e com o compromisso do Executivo de preservar o texto original da medida no Congresso.



Apesar do acordo momentâneo, não há garantia de que o risco de paralisação esteja totalmente descartado, já que movimentos anteriores chegaram a ser adiados antes de novas ameaças. Representantes da categoria deixaram claro que a mobilização continuará, mas agora com foco político na tramitação da medida provisória no Congresso Nacional.



“Eles decidiram não fazer greve porque foram atendidos por uma medida provisória do governo. Existiam grupos que apostaram no caos para fazer politicagem eleitoral. E as organizações de caminhoneiros tiveram responsabilidade de olhar para os trabalhadores e não fazer política nem de um lado nem de outro”, disse o ministro Guilherme Boulos, da Secretaria-Geral da Presidência, a jornalistas após a reunião.



Por outro lado, o presidente do Sindicam Santos, Luciano Santos de Carvalho, um dos sindicatos que participaram da reunião, afirmou que o entendimento atual afasta a greve no curto prazo, mas mantém a pressão institucional.



“Quando há diálogo e a categoria é atendida, não se faz greve. A greve ocorre quando há perdas, não quando há ganhos. Ganhamos uma batalha; a disputa agora é no Congresso Nacional”, declarou.



A reunião teve a participação de diversas autoridades e representantes do setor, incluindo integrantes do governo e lideranças de entidades como a Confederação Nacional dos Transportadores Autônomos (CNTA), a Confederação Nacional Do",Governo e caminhoneiros fazem acordo para adiar possibilidade de greve,2026-06-01T16:54:27.107570Z,todos,DIREITA,Esquerda
107,1,2026-06-01T16:55:38.394801Z,120,"** O texto apresenta uma abordagem neutra e informativa sobre os temas que devem ser votados pelo Congresso em 2024, sem expressar opiniões ou juízos de valor.",70.986,Entre os temas que devem ser votados este ano no Congresso destacam-se as medidas de regulamentação da reforma tributária,"Da Agência Brasil Em sessão solene marcada para esta segunda-feira (5), o Legislativo abre oficialmente as atividades de 2024. Na cerimônia, marcada para começar às 15h, estão previstas as leituras das mensagens dos Poderes Executivo e Judiciário enviadas ao Congresso Nacional. A mensagem do presidente Luiz Inácio Lula da Silva deve detalhar as prioridades do governo no parlamento. Entre os projetos que devem ser discutidos neste ano no Congresso Nacional destacam-se as medidas de regulamentação da reforma tributária aprovada no ano passado. Isso porque a Emenda Constitucional 132, que instituiu a reforma tributária, ainda precisa de regulamentação via leis complementares para as principais mudanças começarem a valer. Os projetos devem ser enviados pelo Executivo e vão tratar sobre a forma de cobrança do Imposto sobre Bens e Serviços (IBS) e da Contribuição sobre Bens e Serviços (CBS); o funcionamento do comitê gestor dos recursos do IBS; a compensação de eventuais perdas de receita para estados, Distrito Federal e municípios; e sobre os regimes diferenciados e reembolsos de créditos previstos na reforma. Outros temas que devem ocupar os deputados federais e senadores neste início de ano são a reoneração da folha de pagamento de 17 setores da economia, instituída pela Medida Provisória (MP) 1.202, e os vetos presidenciais ao orçamento, que cortaram R$ 5,6 bilhões de emendas parlamentares. Também devem entrar na pauta de votações neste ano no Congresso Nacional a reforma do Código Civil, a regulação da Inteligência Artificial (IA), a chamada minirreforma eleitoral e medidas para a transição ecológica, como o projeto para o mercado regulado de carbono e a regulação do mercado do hidrogênio verde. A reforma tributária sobre a renda prometida pelo governo também pode ser discutida neste ano. Além disso, a Câmara e o Senado devem analisar 20 Medidas Provisórias (MP) já editadas pelo Executivo. Por ser um ano eleitoral, existe também a expectativa de que temas importantes",Saiba os temas que devem ser votados pelo Congresso em 2024,2026-06-01T16:55:38.394801Z,pedro,NEUTRO,Neutro
108,1,2026-06-01T16:57:37.061446Z,121,"** A notícia apresenta um tom descritivo e neutro ao relatar a aprovação da PEC do fim da escala 6×1 na Câmara dos Deputados, sem tomar partido ou fazer juízo de valor sobre o conteúdo da proposta.",118.378,Proposta estabelece escala 5x2 e transição de 14 meses para que jornada passe de 44 para 40 horas trabalhadas,"A Comissão Especial da Proposta de Emenda à Constituição (PEC) do fim da escala 6×1 aprovou o texto do parecer do relator Leo Prates (Republicanos-BA) na tarde desta quarta-feira (27/5). Foram 34 votos a favor e quatro contrários. A PEC agora segue para o plenário da Câmara dos Deputados.



A proposta reduz o atual teto constitucional de jornada de trabalho de 44 para 40 horas semanais e institui dois dias de folga, sendo um deles preferencialmente aos domingos. Ao todo, serão 14 meses de transição: duas horas serão adotadas 60 dias após a promulgação e as outras duas um ano depois.



Votaram contra os deputados da oposição Maurício Marcon (PL-RS), Osmar Terra (PL-RS), Júlia Zanatta (PL-SC) e Gilson Marques (Novo-SC).



A expectativa é de que a PEC seja votada no plenário nesta quarta-feira em primeiro turno. O presidente Hugo Motta (Republicanos-PB) convocou uma sessão deliberativa relâmpago antes do início da comissão especial para dar o prazo necessário para que o fim da escala 6×1 seja analisada.



Para ser aprovada, a PEC precisa do apoio de três quintos dos deputados no plenário ou seja, 308 votos. A proposta precisa passar ainda por dois turnos de votação.



Destaques retirados



Ao todo, foram apresentados sete destaques (pedidos de análise em separado de trechos específicos do relatório de Leo Prates). Porém, seis foram retirados pelos autores após negociação. Está em análise um destaque do Partido Liberal, sobre a transição de 60 dias. O líder, Sóstenes Cavalcante (RJ), disse “não deixar o povo ser enganado. Queremos transição imediata”.



Na terça-feira, Sóstenes havia dito que a bancada passará a defender a escala 4×3.



A cúpula da Câmara pretendia aprovar o texto do deputado baiano sem alteração na comissão, a fim de evitar ruídos.



A votação foi acompanhada por entidades sindicais e movimentos sociais. O presidente da comissão, Alencar Santana (PT-SP), e demais integrantes da base do governo usaram camisetas temáticas com a frase “Fim da Escala 6×1”.



Trata-s",Comissão especial aprova PEC da 6x1 na Câmara. Texto vai ao plenário,2026-06-01T16:57:37.061446Z,todos,NEUTRO,Neutro
109,1,2026-06-01T17:00:39.619478Z,133,"** A notícia apresenta uma abordagem crítica ao governo e à política de segurança pública, destacando a importância do combate ao crime organizado e a necessidade de financiamento adequado para as forças de segurança.",182.266,,"Da Agência Brasil A Comissão de Constituição e Justiça (CCJ) do Senado adiou, nesta quarta-feira (3), a votação do substitutivo do projeto de lei (PL) Antifacção apresentado pelo relator, o senador Alessandro Vieira (MDB-SE). Um pedido de vista transferiu a análise para próxima semana, dia 10 de dezembro. Se aprovado no Senado, o tema volta para Câmara dos Deputados porque houve alterações no texto. Ao contrário da discussão na Câmara, oposição e governo convergiram em elogios ao texto do PL Antifacção de Alessandro Vieira que, entre outras mudanças, prevê o imposto Cide-bets para financiar o combate ao crime organizado com R$ 30 bilhões ao ano. Para o relator, a discussão em torno do tema não pode se “rebaixar a disputas políticas mesquinhas, que só beneficiam os criminosos”. “Nem pode ceder ao assédio da fração da criminalidade organizada que está infiltrada nas elites brasileiras e insiste em limitar a ação das forças de segurança a alvos periféricos, pobres e pretos. O combate às organizações criminosas deve chegar ao andar de cima para surtir verdadeiro efeito”, destacou Vieira. O pedido de vista foi solicitado pelo senador Marco Rogério (PL-RO) que argumentou que o tema é complexo e requer tempo de análise. “É um tema que tem que ter, por todos nós, um empenho, não só na leitura, mas na aprovação de um texto que realmente represente o avanço que nós pretendemos construir para o país”, disse. O substitutivo do senador Alessandro Vieira rejeitou a criação de uma lei autônoma chamada de “organizações criminosas ultraviolentas” prevista no texto que veio da Câmara. A inovação foi alvo de críticas do governo federal e de especialistas que previam que essa nova classificação poderia dificultar o enquadramento das facções por conter conceitos genéricos. Pelo novo parecer, o crime específico de facção criminosa fica previsto da Lei de Organizações Criminosas, classificando a facção ou milícia como grupo que atua com controle territorial por meio da violência, coação e",CCJ do Senado adia votação do PL Antifacção para 10 de dezembro,2026-06-01T17:00:39.619478Z,todos,ESQUERDA,Esquerda
